source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0042181,ketone biosynthetic process,1.0,False,"""The chemical reactions and pathways resulting in the formation of ketones, a class of organic compounds that contain the carbonyl group, CO, and in which the carbonyl group is bonded only to carbon atoms. The general formula for a ketone is RCOR, where R and R are alkyl or aryl groups."" [GOC:go_curators]",46,229,1,24936,0.004366812227074236,0.021739130434782608,query_1,"['GO:0042180', 'GO:0044283']"
GO:BP,GO:0042180,ketone metabolic process,1.0,False,"""The chemical reactions and pathways involving any of a class of organic compounds that contain the carbonyl group, CO, and in which the carbonyl group is bonded only to carbon atoms, as carried out by individual cells. The general formula for a ketone is RCOR, where R and R are alkyl or aryl groups."" [GOC:jl, ISBN:0787650153]",175,229,3,24936,0.013100436681222707,0.017142857142857144,query_1,['GO:0008152']
GO:BP,GO:0042177,negative regulation of protein catabolic process,1.0,False,"""Any process that stops, prevents or reduces the frequency, rate or extent of protein catabolic process."" [GO_REF:0000058, GOC:kmv, GOC:obol, GOC:TermGenie, PMID:24785082]",114,229,2,24936,0.008733624454148471,0.017543859649122806,query_1,"['GO:0009895', 'GO:0030163', 'GO:0042176', 'GO:0051248']"
GO:BP,GO:0042176,regulation of protein catabolic process,1.0,False,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators, GOC:jl]",343,229,8,24936,0.034934497816593885,0.023323615160349854,query_1,"['GO:0009894', 'GO:0030163', 'GO:0051246']"
GO:BP,GO:0042168,heme metabolic process,1.0,False,"""The chemical reactions and pathways involving heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring."" [GOC:jl, ISBN:0124325653]",34,229,1,24936,0.004366812227074236,0.029411764705882353,query_1,"['GO:0006778', 'GO:0042440']"
GO:BP,GO:0042149,cellular response to glucose starvation,1.0,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of glucose."" [GOC:jl]",41,229,3,24936,0.013100436681222707,0.07317073170731707,query_1,['GO:0009267']
GO:BP,GO:0042129,regulation of T cell proliferation,1.0,False,"""Any process that modulates the frequency, rate or extent of T cell proliferation."" [GOC:jl]",162,229,1,24936,0.004366812227074236,0.006172839506172839,query_1,"['GO:0042098', 'GO:0050670', 'GO:0050863']"
GO:BP,GO:0042127,regulation of cell population proliferation,1.0,False,"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]",1499,229,27,24936,0.11790393013100436,0.01801200800533689,query_1,"['GO:0008283', 'GO:0050794']"
GO:BP,GO:0042116,macrophage activation,1.0,False,"""A change in morphology and behavior of a macrophage resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149, PMID:14506301]",96,229,2,24936,0.008733624454148471,0.020833333333333332,query_1,['GO:0002274']
GO:BP,GO:0042113,B cell activation,1.0,False,"""The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]",275,229,3,24936,0.013100436681222707,0.01090909090909091,query_1,['GO:0046649']
GO:BP,GO:0042110,T cell activation,1.0,False,"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]",531,229,7,24936,0.03056768558951965,0.013182674199623353,query_1,['GO:0046649']
GO:BP,GO:0042446,hormone biosynthetic process,1.0,False,"""The chemical reactions and pathways resulting in the formation of any hormone, naturally occurring substances secreted by specialized cells that affects the metabolism or behavior of other cells possessing functional receptors for the hormone."" [GOC:jl]",57,229,1,24936,0.004366812227074236,0.017543859649122806,query_1,"['GO:0009058', 'GO:0042445']"
GO:BP,GO:0042445,hormone metabolic process,1.0,False,"""The chemical reactions and pathways involving any hormone, naturally occurring substances secreted by specialized cells that affects the metabolism or behavior of other cells possessing functional receptors for the hormone."" [GOC:jl]",211,229,2,24936,0.008733624454148471,0.009478672985781991,query_1,"['GO:0008152', 'GO:0010817']"
GO:BP,GO:0042440,pigment metabolic process,1.0,False,"""The chemical reactions and pathways involving pigment, any general or particular coloring matter in living organisms, e.g. melanin."" [GOC:jl, ISBN:0198506732]",65,229,1,24936,0.004366812227074236,0.015384615384615385,query_1,['GO:0008152']
GO:BP,GO:0042330,taxis,1.0,False,"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]",381,229,6,24936,0.026200873362445413,0.015748031496062992,query_1,"['GO:0009605', 'GO:0040011']"
GO:BP,GO:0042327,positive regulation of phosphorylation,1.0,False,"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]",159,229,3,24936,0.013100436681222707,0.018867924528301886,query_1,"['GO:0016310', 'GO:0042325', 'GO:0045937']"
GO:BP,GO:0042326,negative regulation of phosphorylation,1.0,False,"""Any process that stops, prevents or decreases the rate of addition of phosphate groups to a molecule."" [GOC:jl]",88,229,3,24936,0.013100436681222707,0.03409090909090909,query_1,"['GO:0016310', 'GO:0042325', 'GO:0045936']"
GO:BP,GO:0042325,regulation of phosphorylation,1.0,False,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]",276,229,6,24936,0.026200873362445413,0.021739130434782608,query_1,"['GO:0016310', 'GO:0051174']"
GO:BP,GO:0042323,"negative regulation of circadian sleep/wake cycle, non-REM sleep",1.0,False,"""Any process that stops, prevents or reduces the duration or quality of non-rapid eye movement (NREM) sleep."" [GOC:jl]",1,229,1,24936,0.004366812227074236,1.0,query_1,"['GO:0042321', 'GO:0042748', 'GO:0045188']"
GO:BP,GO:0042321,"negative regulation of circadian sleep/wake cycle, sleep",1.0,False,"""Any process that stops, prevents or reduces the duration or quality of sleep, a readily reversible state of reduced awareness and metabolic activity that occurs periodically in many animals."" [GOC:go_curators, GOC:jl, ISBN:0192800981]",3,229,1,24936,0.004366812227074236,0.3333333333333333,query_1,"['GO:0042754', 'GO:0045187', 'GO:0048521', 'GO:0050802']"
GO:BP,GO:0042311,vasodilation,1.0,False,"""An increase in the internal diameter of blood vessels, especially arterioles or capillaries, due to relaxation of smooth muscle cells that line the vessels, and usually resulting in a decrease in blood pressure."" [GOC:pr, ISBN:0192800981]",49,229,1,24936,0.004366812227074236,0.02040816326530612,query_1,['GO:0097746']
GO:BP,GO:0042307,positive regulation of protein import into nucleus,1.0,False,"""Any process that activates or increases the frequency, rate or extent of movement of proteins from the cytoplasm into the nucleus."" [GOC:jl]",38,229,1,24936,0.004366812227074236,0.02631578947368421,query_1,"['GO:0006606', 'GO:0042306', 'GO:0046824', 'GO:0090316', 'GO:1900182']"
GO:BP,GO:0042306,regulation of protein import into nucleus,1.0,False,"""Any process that modulates the frequency, rate or extent of movement of proteins from the cytoplasm to the nucleus."" [GOC:jl]",61,229,1,24936,0.004366812227074236,0.01639344262295082,query_1,"['GO:0006606', 'GO:0033157', 'GO:0046822', 'GO:1900180']"
GO:BP,GO:0042303,molting cycle,1.0,False,"""The periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin, etc."" [GOC:jl, ISBN:0198506732]",115,229,2,24936,0.008733624454148471,0.017391304347826087,query_1,['GO:0032501']
GO:BP,GO:0042274,ribosomal small subunit biogenesis,1.0,False,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a small ribosomal subunit; includes transport to the sites of protein synthesis."" [GOC:jl]",86,229,2,24936,0.008733624454148471,0.023255813953488372,query_1,"['GO:0022613', 'GO:0042254']"
GO:BP,GO:0042273,ribosomal large subunit biogenesis,1.0,False,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a large ribosomal subunit; includes transport to the sites of protein synthesis."" [GOC:jl]",43,229,2,24936,0.008733624454148471,0.046511627906976744,query_1,"['GO:0022613', 'GO:0042254']"
GO:BP,GO:0002687,positive regulation of leukocyte migration,1.0,False,"""Any process that activates or increases the frequency, rate, or extent of leukocyte migration."" [GOC:add]",131,229,2,24936,0.008733624454148471,0.015267175572519083,query_1,"['GO:0002684', 'GO:0002685', 'GO:0030335', 'GO:0050900']"
GO:BP,GO:0002686,negative regulation of leukocyte migration,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of leukocyte migration."" [GOC:add]",39,229,1,24936,0.004366812227074236,0.02564102564102564,query_1,"['GO:0002683', 'GO:0002685', 'GO:0030336', 'GO:0050900']"
GO:BP,GO:0002685,regulation of leukocyte migration,1.0,False,"""Any process that modulates the frequency, rate, or extent of leukocyte migration."" [GOC:add]",195,229,3,24936,0.013100436681222707,0.015384615384615385,query_1,"['GO:0002682', 'GO:0030334', 'GO:0050900']"
GO:BP,GO:0002684,positive regulation of immune system process,1.0,False,"""Any process that activates or increases the frequency, rate, or extent of an immune system process."" [GOC:add]",976,229,15,24936,0.06550218340611354,0.015368852459016393,query_1,"['GO:0002376', 'GO:0002682', 'GO:0048518']"
GO:BP,GO:0002683,negative regulation of immune system process,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune system process."" [GOC:add]",468,229,3,24936,0.013100436681222707,0.00641025641025641,query_1,"['GO:0002376', 'GO:0002682', 'GO:0048519']"
GO:BP,GO:0002682,regulation of immune system process,1.0,False,"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]",1395,229,18,24936,0.07860262008733625,0.012903225806451613,query_1,"['GO:0002376', 'GO:0050789']"
GO:BP,GO:0002674,negative regulation of acute inflammatory response,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an acute inflammatory response."" [GOC:add]",7,229,1,24936,0.004366812227074236,0.14285714285714285,query_1,"['GO:0002526', 'GO:0002673', 'GO:0050728']"
GO:BP,GO:0002673,regulation of acute inflammatory response,1.0,False,"""Any process that modulates the frequency, rate, or extent of an acute inflammatory response."" [GOC:add]",32,229,1,24936,0.004366812227074236,0.03125,query_1,"['GO:0002526', 'GO:0050727']"
GO:BP,GO:0002643,regulation of tolerance induction,1.0,False,"""Any process that modulates the frequency, rate, or extent of tolerance induction."" [GOC:add]",16,229,1,24936,0.004366812227074236,0.0625,query_1,"['GO:0002507', 'GO:0002682']"
GO:BP,GO:0002639,positive regulation of immunoglobulin production,1.0,False,"""Any process that activates or increases the frequency, rate, or extent of immunoglobulin production."" [GOC:add]",60,229,2,24936,0.008733624454148471,0.03333333333333333,query_1,"['GO:0002377', 'GO:0002637', 'GO:0002702']"
GO:BP,GO:0002637,regulation of immunoglobulin production,1.0,False,"""Any process that modulates the frequency, rate, or extent of immunoglobulin production."" [GOC:add]",87,229,2,24936,0.008733624454148471,0.022988505747126436,query_1,"['GO:0002377', 'GO:0002700']"
GO:BP,GO:0002573,myeloid leukocyte differentiation,1.0,False,"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte lineage."" [GOC:add, PMID:16551251]",243,229,4,24936,0.017467248908296942,0.01646090534979424,query_1,"['GO:0002521', 'GO:0030099']"
GO:BP,GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,1.0,False,"""The process in which immune receptor genes are diversified through recombination of the germline genetic elements within a single genetic locus."" [GOC:add, ISBN:0781735149, PMID:16102575, PMID:16166509]",76,229,1,24936,0.004366812227074236,0.013157894736842105,query_1,"['GO:0002200', 'GO:0016444']"
